ID,Name,Concepticon_ID,Concepticon_Gloss,Description
boneoffishtowhichventralfinsareattached,bone of (fish) to which ventral fins are attached,,,
earthquake,earthquake,,,
pectoralfinandattachedboneofafish,pectoral fin and attached bone of a fish,,,
lowersideofheadofafish,lower side of head of a fish,,,
deepseafishstageofskipjack,deep-sea fish (stage of skipjack?),,,
fishthatstaysnearadriftinglog,fish that stays near a drifting log,,,
blister,blister,,,
bescaldedscaldingof,"be scalded, scalding of",,,
beblisteredbyaburn,be blistered by a burn,,,
burnontheskinburnblister,"burn on the skin, burn blister",,,
redmarkresultingfromaburn,red mark resulting from a burn,,,
causeittoturnredbyburning,cause it to turn red by burning,,,
ballstomachsphere,"ball, stomach, sphere",,,
blisterfromsunburn,"blister, from sunburn",,,
toblister,to blister,,,
toburnscaldcauterizesear,"to burn, scald, cauterize, sear",,,
tohurt,to hurt,,,
blisterbeblistered,"blister, be blistered",,,
haveahiveslikeswelling,have a hives-like swelling,,,
toblisterbeblistered,"to blister, be blistered",,,
nameofpuloannaislandwesterncarolines,"name of Pulo Anna Island, Western Carolines",,,
peelscrape,"peel, scrape",,,
peelitasbarkorbanana,peel it (as bark or banana),,,
scrapeorpeelitoff,scrape or peel it off,,,
bepeeledoffofsunburnedskin,be peeled off (of sunburned skin),,,
tobepeeledskinnedoffruitsvegetablesoranimals,"to be peeled, skinned (of fruits, vegetables, or animals)",,,
scrapepeelsomething,"scrape, peel (something)",,,
topeelbepeeledasabanana,"to peel, be peeled (as a banana)",,,
peelitpareit,"peel it, pare it",,,
tobepeeledpared,"to be peeled, pared",,,
topeelskin,to peel (skin),,,
torubthebody,to rub the body,,,
spousemarried,"spouse, married",,,
hisherspouse,his/her spouse,,,
acquiresomeoneasaspouse,acquire (someone) as a spouse,,,
tobemarried,to be married,,,
tomarrybecomemarried,"to marry, become married",,,
tomarrysomeone,to marry (someone),,,
hiswife,his wife,,,
toholdasholdingababy,to hold (as holding a baby),,,
holditegababy,"hold it (e.g., a baby)",,,
marriedcoupletogetmarried,"married couple, to get married",,,
marriedcoupletobemarried,"married couple, to be married",,,
boilfood,boil (food),,,
propertyestate,"property, estate",,,
attheestate,at the estate,,,
propertyhisproperty,"property, his property",,,
familyhomevillageestate,"family, home, village, estate",,,
estaterelatives,"estate, relatives",,,
sproutofaseed,sprout (of a seed),,,
breaksnap,"break, snap",,,
breakitdown,break it down,,,
breakasastick,break (as a stick),,,
bebrokenorfracturedoflongthings,be broken or fractured (of long things),,,
bebrokenoflongobjects,be broken (of long objects),,,
emitsmoke,emit smoke,,,
veryheavysmokebeextremelysmoky,"very heavy smoke, be extremely smoky",,,
smokesteamemitsmoke,"smoke, steam, emit smoke",,,
spitout,spit out,,,
tosmokethickly,to smoke thickly,,,
bubblefoam,"bubble, foam",,,
boilaswater,boil (as water),,,
beboilingbeinalather,"be boiling, be in a lather",,,
comeinasthetide,come in (as the tide),,,
tobehightide,to be high tide,,,
bubblesfoam,"bubbles, foam",,,
bubble,bubble,,,
flowgomove,"flow, go, move",,,
flowofwater,flow (of water),,,
flowofastream,flow of a stream,,,
carryorwashitalonginflowofastream,carry or wash it along (in flow of a stream),,,
flowasblood,flow (as blood,,,
toflow,to flow,,,
berunningflowing,"be running, flowing",,,
gomove,"go, move",,,
goorcomeup,go or come up,,,
overflowofwater,overflow of water,,,
flow,flow,,,
fallwithasplashingsound,fall with a splashing sound,,,
flowstreamrunofwater,"flow, stream, run (of water)",,,
washcleansewithwater,"wash, cleanse with water",,,
godowndescend,"go down, descend",,,
descend,descend,,,
rinseoutthemouth,rinse out the mouth,,,
dripfallofwater,"drip, fall (of water)",,,
fallasraindrop,"fall (as rain), drop",,,
overflow,overflow,,,
soaked,soaked,,,
befallendescend,"be fallen, descend",,,
repeatedlyponder,"repeatedly, ponder",,,
repeatedlyagainandagain,"repeatedly, again and again",,,
tothinkgooverinonesmind,"to think, go over in one's mind",,,
bethinkingremembering,"be thinking, remembering",,,
thinkitoverdebateit,"think it over, debate it",,,
becountedkepttrackof,"be counted, kept track of",,,
bearrangedputinorderlinedup,"be arranged, put in order, lined up",,,
gothrougheveryoneofthem,go through every one of them,,,
againanothermore,"again, another, more",,,
atreecalophyllum,a tree (Calophyllum),,,
embracehugsomeone,"embrace, hug (someone)",,,
holdontoit,hold on to it,,,
hughimembracehimwrapitup,"hug him, embrace him, wrap it up",,,
embrace,embrace,,,
cutremovebycutting,"cut, remove by cutting",,,
cuttingsurgeryslicingbecutwithaknifeslicedoperatedon,"cutting, surgery, slicing, be cut (with a knife), sliced, operated on",,,
tocutsever,"to cut, sever",,,
toremovesomethingwithaninstrumentasinremovingmeatfromaclamgetridofeliminate,"to remove something with an instrument (as in removing meat from a clam), get rid of, eliminate",,,
removeiteliminateit,"remove it, eliminate it",,,
cookingpot,cooking pot,,,
metalcookingpotpotof,"metal cooking pot, pot of",,,
tincancontainer,"tin can, container",,,
cooksomethinginapot,cook (something) in a pot,,,
cookingpotironpot,"cooking pot, iron pot",,,
atern,a tern,,,
smallvarietyofchickens,small variety of chickens,,,
whitecappednoddy,white-capped noddy,,,
blacktern,black tern,,,
tosaw,to saw,,,
tocutsawsomething,"to cut, saw (something)",,,
asawtosaw,"a saw, to saw",,,
tocutanobjectwithasaw,to cut (an object) with a saw,,,
sawitseveritamputateituseasawtocutit,"saw it, sever it, amputate it, use a saw to cut it",,,
tocutitwithasawclipit,"to cut it with a saw, clip it",,,
sawtocutwithasaw,"saw, to cut with a saw",,,
saw,saw,,,
sawtosaw,"saw, to saw",,,
tosawsomething,to saw (something),,,
tocutoperateonincise,"to cut, operate on, incise",,,
cutoroperateonsomeone,cut or operate on (someone),,,
wiseknowing,"wise, knowing",,,
bewiseexperienced,"be wise, experienced",,,
understandbewiseinsomething,"understand, be wise in (something)",,,
tounderstandsomething,to understand (something),,,
beintelligentsmartknowledgeablewiseclever,"be intelligent, smart, knowledgeable, wise, clever",,,
torecallthingspast,to recall (things past),,,
besmartcleverhaveknowhow,"be smart, clever, have know-how",,,
veryclose,very close,,,
itsvicinityclosetoit,"its vicinity, close to it",,,
beordrawnear,be or draw near,,,
beclose,be close,,,
benear,be near,,,
comecloserapproach,"come closer, approach",,,
nearclosetoit,"near, close to it",,,
beclosebynear,"be close by, near",,,
benearcomeclose,"be near, come close",,,
tobeneartoitcomeclosetoit,"to be near to it, come close to it",,,
getcloserbeapproaching,"get closer, be approaching",,,
tobeclose,to be close,,,
akindofflounderflounderof,"a kind of flounder, flounder of",,,
toturnquickly,to turn quickly,,,
changedirectionturn,"change direction, turn",,,
turnhither,turn hither,,,
zigzagmovefromsidetoside,"zigzag, move from side to side",,,
misleadingtalk,misleading talk,,,
turnandenter,turn and enter,,,
turntocome,turn to come,,,
beturningofwheelsrollfast,"be turning (of wheels), roll fast",,,
arunnerfastrunner,"a runner, fast runner",,,
bendcurve,"bend, curve",,,
bendthebodyforwardbowstoop,"bend the body forward, bow, stoop",,,
leanhither,lean hither,,,
tobow,to bow,,,
curved,curved,,,
tobenddowntopicksomethingup,to bend down to pick something up,,,
tobenddownstoopleanover,"to bend down, stoop, lean over",,,
tobendstoop,"to bend, stoop",,,
toleaninclinestoop,"to lean, incline, stoop",,,
leanon,lean on,,,
feelsleepy,feel sleepy,,,
specialknowledgeofspells,special knowledge of spells,,,
specialknowledgeinvolvingtheuseofspellsspecialknowledgeof,"special knowledge involving the use of spells, special knowledge of",,,
magicknowledge,"magic, knowledge",,,
magicmagicof,"magic, magic of",,,
knowledgespecialtymedicineloreloreof,"knowledge, specialty, medicine, lore, lore of",,,
traditionknowledgehandeddowntraditionof,"tradition, knowledge (handed down), tradition of",,,
toliftupcarry,"to lift up, carry",,,
topickupasachild,to pick up (as a child),,,
tocarrysomethinginthearmsasachildorbundle,to carry something in the arms (as a child or bundle),,,
tocarrysomethinginthearms,to carry (something) in the arms,,,
tocarrypickupandmovetransport,"to carry, pick up and move, transport",,,
carryittransportitconveyit,"carry it, transport it, convey it",,,
toliftit,to lift it,,,
becarriedonalitterbetweenforwardandrearcarriers,be carried on a litter between forward and rear carriers,,,
carrysomethingonalitter,carry (something) on a litter,,,
tolietellalie,"to lie, tell a lie",,,
tolie,to lie,,,
barbsharppoint,"barb, sharp point",,,
barbbarbof,"barb, barb of",,,
sharppointofaspear,sharp point of a spear,,,
yawsskinsore,"yaws, skin sore",,,
yawshisyaws,"yaws, his yaws",,,
leprosyyaws,"leprosy, yaws",,,
rashskinsoresyawshisrash,"rash, skin sores, yaws, his rash",,,
haveyaws,have yaws,,,
ivorynutpalmcoeloccusamicarumpalmof,"ivory nut palm (Coeloccus amicarum), palm of",,,
typeoftree,type of tree,,,
bottle,bottle,,,
bottleof,bottle of,,,
hugebottleusedforstoringwater,huge bottle used for storing water,,,
searchforthings,search for things,,,
searchforscatteredobjects,search for scattered objects,,,
gathertogetheraspickedbreadfruitorcoconuts,gather together (as picked breadfruit or coconuts),,,
tofishbychancehuntforcollectfruit,"to fish by chance, hunt for, collect (fruit)",,,
rushaboutbustleabouthurrytoandfro,"rush about, bustle about, hurry to and fro",,,
tohurrytowardsit,to hurry towards it,,,
sneakbackandforthmovequietlyandstealthily,"sneak back and forth, move quietly and stealthily",,,
fastrunnertorunfast,"fast runner, to run fast",,,
nolongeraspectmarker,no longer (aspect marker),,,
notyetnever,"not yet, never",,,
nameofsatawanislandmortlockislandsandofsatawalislandcentralcarolines,"name of Satawan Island, Mortlock Islands, and of Satawal Island, Central Carolines",,,
haveskinaffectedbyseawater,have skin affected by sea water,,,
beortastesaltytasteofseawater,"be or taste salty, taste of sea water",,,
haveblistersorscratchesbetweenthelegsasaresultofwalkingorwadinginthesea,have blisters or scratches between the legs as a result of walking or wading in the sea,,,
toattempttry,"to attempt, try",,,
tryattempt,"try, attempt",,,
beattemptedtriedtested,"be attempted, tried, tested",,,
trialtemptationtestbetriedattemptedtested,"trial, temptation, test, be tried, attempted, tested",,,
haveatrymakeanefforthaveago,"have a try, make an effort, have a go",,,
attempttrytestsomething,"attempt, try, test (something)",,,
totryortastesomethingtotemptsomeone,"to try or taste (something), to tempt (someone)",,,
totryattempt,"to try, attempt",,,
tryorattemptsomething,try or attempt (something),,,
toplansetoutagarden,"to plan, set out [a garden]",,,
tolayoutinrowsasagarden,to lay out in rows [as a garden],,,
topreparemakeready,"to prepare, make ready",,,
medicine,medicine,,,
hismedicine,his medicine,,,
medicineof,medicine of,,,
tomedicatesomething,to medicate (something),,,
tomedicate,to medicate,,,
eggof,egg of,,,
sicknessbesick,"sickness, be sick",,,
sicknessbesicknotwellsicknessof,"sickness, be sick, not well, sickness of",,,
sickunhealthy,"sick, unhealthy",,,
chief,chief,,,
chiefof,chief of,,,
topmanboss,"top man, boss",,,
highpriestintraditionalreligion,high priest in traditional religion,,,
humanbeing,human being,,,
tobloomofflowers,to bloom (of flowers),,,
beinbloomofflowersblossoms,"be in bloom (of flowers, blossoms)",,,
tobloom,to bloom,,,
tobloomblossombearflowers,"to bloom, blossom, bear flowers",,,
toblossombloom,"to blossom, bloom",,,
atreebarringtoniaasiaticabarringtoniaracemosa,"a tree (Barringtonia asiatica, Barringtonia racemosa)",,,
dolphinof,dolphin of,,,
akindofyellowdolphin,a kind of yellow dolphin,,,
sprout,sprout,,,
tosproutbeovergrownsprouting,"to sprout, be overgrown, sprouting",,,
alight,a light,,,
lightof,light of,,,
lightdaylightlightof,"light, daylight, light of",,,
lightbelight,"light, be light",,,
electricity,electricity,,,
flashlightelectriclight,"flashlight, electric light",,,
astarorconstellationincorvus,a star or constellation in Corvus,,,
astarorconstellationincorvusnameofasiderealmonth,"a star or constellation in Corvus, name of a sidereal month",,,
starorconstellationincorvusasiderealmonth,"star or constellation in Corvus, a sidereal month",,,
astarincorvus,a star in Corvus,,,
corvusprobably,Corvus (probably),,,
asiderealmonthequatedwithjanuary,a sidereal month equated with January,,,
smallknife,small knife,,,
smallknifetableknifepocketknife,"small knife, table knife, pocket knife",,,
knifeof,knife of,,,
knifecutwithaknife,"knife, cut with a knife",,,
sunsetglow,sunset glow,,,
dusk,dusk,,,
astarprobablyalphaequuleinameofasiderealmonth,"a star (probably alpha Equulei), name of a sidereal month",,,
astarinequuleusasiderealmonth,"a star in Equuleus, a sidereal month",,,
aquarius,Aquarius,,,
astarinaquarius,a star in Aquarius,,,
asiderealmonthequatedwithjune,a sidereal month equated with June,,,
constellationassociatedwithequuleus,constellation associated with Equuleus,,,
gammazetapiaquarius,"gamma, zeta, pi Aquarius",,,
togoalongthesideofanisland,to go along the side of (an island),,,
maketheroundsof,make the rounds of,,,
goalongsideofitasanisland,go along side of it (as an island),,,
walkalongthebeachgoalongside,"walk along the beach, go along side",,,
largespofbass,large sp. of bass,,,
largespofbassprobablyjawfish,large sp. of bass (probably jawfish),,,
largespofgrouperfish,large sp. of grouper fish,,,
aplectropomusfish,a Plectropomus fish,,,
aclanname,a clan name,,,
asmalleelaclanname,"a small eel, a clan name",,,
calloutinfearorpainbawlbellowmooroar,"call out in fear or pain, bawl, bellow, moo, roar",,,
callouttosomeonefromadistance,call out to (someone) from a distance,,,
toshoutgrowl,"to shout, growl",,,
tobarkgrowl,"to bark, growl",,,
toscreamfrompainorfright,to scream from pain or fright,,,
toscoldyellshoutmakealoudsound,"to scold, yell, shout, make a loud sound",,,
tocrytosay,"to cry, to say",,,
originlegendhistory,"origin legend, history",,,
tellthehistoryof,tell the history of,,,
traditionalhistory,traditional history,,,
principaltruemotherorgrandmother,principal (true) mother or grandmother,,,
masturbate,masturbate,,,
masturbateithim,masturbate it/him,,,
pompanofishskipjack,"pompano fish, skipjack",,,
skipjackskipjackof,"skipjack, skipjack of",,,
fifthandlargeststageoftheskipjack,fifth and largest stage of the skipjack,,,
woodencontainer,wooden container,,,
woodenchestwoodenchestof,"wooden chest, wooden chest of",,,
formofsorcery,form of sorcery,,,
ariteofsorceryusedinwar,a rite of sorcery used in war,,,
curseblackmagicspell,"curse, black magic, spell",,,
blackmagictomakeblackmagic,"black magic, to make black magic",,,
magiccursemagician,"magic, curse, magician",,,
topeelpulloff,"to peel, pull off",,,
peelingofsunburnedskin,peeling (of sunburned skin),,,
hispeeling,his peeling,,,
topeelassunburnedskin,to peel (as sunburned skin),,,
peelingof,peeling of,,,
toshavecuthair,"to shave, cut hair",,,
shavethefacepluckabird,"shave (the face), pluck (a bird)",,,
beslidpushed,"be slid, pushed",,,
slideitmakeitmove,"slide it, make it move",,,
beslidpushedmoved,"be slid, pushed, moved",,,
pushitmoveitbypushing,"push it, move it by pushing",,,
testicles,testicles,,,
elephantiasisofthescrotum,elephantiasis of the scrotum,,,
tohaveswollentesticles,to have swollen testicles,,,
mannerbearing,"manner, bearing",,,
gaitmannerofwalkinghisgait,"gait, manner of walking, his gait",,,
