PPC	*adoola	‘variety of sweet-husked coconut palm’	Chk atoon, ótoon; Pul yótool, yótoolá-(n); Crl atool; Wol atoole; PCk *adoola; Pon adool	Cf. Yap waqthoel, waqtoel, waqtool ‘a type of tree’.		
PCk	*terú1	‘to cry out’	Chk ér, érúyér ‘call out in fear or pain, bawl, bellow, moo, roar’, érú-ú-(w) ‘call out to (s.o.) from a distance’; Pul yériyér ‘to shout, growl’; Crl ériyér ‘to bark, growl’, érú-(ló) ‘to scream from pain or fright’; Crn éré-(ló) ‘to scream from pain or fright’; Wol sserú ‘to scold, yell, shout, make a loud sound’ (cf. Wol serú ‘to say’); PuA dolú ‘to cry, to say’.		See also PCk *terú2 ‘to say’.	The first vowel of the Chk form is unexpected and this form may be a loan from another Chuukic dialect.
PCk	*terú2	‘to say’	Chk wuru-(wo) ‘origin legend, history’, wuru-(woo-ni) ‘tell the history of’; Pul wuru-(wo) ‘traditional history’ (perhaps a loan from Chk); Wol serú ‘to say’; PuA dolú ‘to say’.		See also PCk *terú1 ‘to cry out’.	
PCk	*tina-lapa	‘principal (true) mother or grandmother’	Chk ine-nap; Pul yine-lap; Crl ile-lap; Crn ine-lap; Wol sile-lape.		See PMc *tina ‘mother’, PMc *lapa ‘big, main’.	
PCk	*tiri	‘masturbate’	Chk ir ‘m.’, iri-i-(y) ‘m. it/him’; Pul yiriir; Crl ir, iri; Wol siri, (ga)-siri-(i).		Cf. PMc *iri, iriiri ‘rub, scrub’.	Note that Ksr iri-i ‘m.’ may be a loan from Chk via the Trust Territory’s high school that was located on Chuuk for a while after World War II.
PCk	*ttapwu1 or *tapwpwu	‘pompano fish, skipjack’	Chk #woopw, wopwpwe-(n), #oopw, opwpwe-(n), opwpwu-(n) ‘sp. of p. f., p. f. of’; Pul yópw, yópwú-(n) ‘s., s. of’; Crl ópp ‘fifth and largest stage of the sk.’; Wol ssabu ‘a kind of f.’			
PCk	*ttapwu2	‘wooden container’	Chk ssopw, ssopwu-(n) ‘wooden chest, w. c. of’; Wol ssapwu ‘fishing kit’.			
PCk	*Tawu, TawuTawu, Tawu-yanútú	‘form of sorcery’	Chk (énúú)-sooso, soo-yénú ‘a rite of sorcery used in war’; Crl sowusow ‘curse, black magic, spell’; Wol sausou ‘black magic, to make black magic’; PuA dai-yonúdú ‘magic, curse, magician’.			
PCk	*Tefi, Tefi-ŋi	‘to peel, pull off’	Chk sifi-n, #sifi-na-n ‘peeling (of sunburned skin), his peeling’; Pul hefú-ŋ hefú-ŋú-n ‘to peel (as sunburned skin), peeling of’; Wol tefitefi ‘to pull loose, pull off, draw down, tug’, tefi-ŋi-(i) ‘pull it loose, pull it off’, tefi-ŋegi ‘be pulled loose, drawn down, tugged’.	Cf. PuA dei-ŋi and Sns fei-ŋi ‘tear it apart, tatter it’. @Cf. also Kwa sufi ‘to shave, cut hair’, sufi-a ‘shave (the face), pluck (a bird)’.		
PCk	*Teiki	‘be slid, pushed’	Chk siiki, seyiki, sééki ‘slide it, make it move’, ssiik, sseyik, sséék ‘be slid, pushed, moved’; Pul heyiki ‘push, shove’; Crl seighi ‘push it, move it by pushing’; Crn heigi; Wol seigi-(i).			
PCk	*Telu	‘testicles’	Chk suun, sunu-(n) ‘t. and scrotum, his t.’, sunu-(mmach), sunu-(pwo) ‘elephantiasis of the scrotum’; Pul héél, húlú- ‘t.’, húlú-(n mmaR) ‘to have swollen t.’; Crl súlú(l) ‘his penis’.		Cf. PWMc *wul[ae] ‘penis’.	
PCk	*Teŋ[ea]	‘manner, bearing’	Chk seŋeseŋ, seŋeseŋa-(n) ‘gait, m. of walking, his g.’; Pul héŋá-(llow) ‘be bad tempered’, héŋú-(fiR) ‘be patient, mild of disposition’; Wol seŋa-(le) ‘his shape, m., way, situation’, sseŋe ‘shape, m., way, method’.			
PCk	*Ticalo	‘a black worm’	Chk sichón, sichóne-(n) ‘a b. w., b. w. of’; Pul hiRól, hiRólon; Wol sishole.			
PCk	*Tooŋa	‘be angry’	Chk sooŋ ‘be a.’, sooŋe-(yiti) ‘be a. at’; Pul hooŋ; Crl sooŋ ‘be a.’, soŋo-(fay) ‘be hot tempered’; Crn hooŋ, hooŋo-(fay); Wol sooŋe ‘anger, rage, be a.’; PuA doŋa (sic).	Cf. Mrs yiŋ ‘a.’; Lak totolo ‘a.’; Aro oo, oo-ŋi ‘to heat’.		
PCk	*Tora	‘morning’	Chk soor, sora-n ‘m., its m.’, (nee)-sor ‘tomorrow’; Mrt soor; Pul hora-n ‘m.’, (lo)-hor ‘m.’; Crl (lee)-sor; Crn (lee)-hor; Stw (yótó)-sor; Wol sora-, sora-(lo) ‘m.’, sora-(lo-iye) ‘this m.’, sorasore ‘become light, dawn’.	Cf. Pon sooraan ‘predawn m. hours’.		Cf. Marck’s (1994:313) reconstruction of PPC *tora ‘morning’ is open to some question.
PCk	*Toro, ToroToro	‘turn one's face or direction’	Chk soro-(nó) ‘t. away’, sossore-n ‘turning of, changing of (meaning of words)’, soro-(feseen) ‘be turned in opposite directions’, sore-e(y) ‘t. it, change its direction’; Pul horo-(feháŋŋ) ‘face in opposite directions’, hore-e-(y) ‘reverse it, transpose it’; Crl ssor ‘t. and face in a different direction’, sorosor ‘t. repeatedly’, soro-(sefáŋ) ‘t. and face in opposite directions’, sore-ey ‘t. it to face the opposite direction’; Crn hor, horohor, hor(hefáŋ), hore-e-(y); Wol sessoro ‘t. around, be turned’, soro-o-(we) ‘t. it, t. the two ends around’.	Cf. Saa saro ‘to face, to t. oneself’; Bug ero ‘to t. the face away’.	Cf. also PCk *Tora ‘morning’.	
PCk	*Touk[ae]	‘name of Pulusuk Island’	Chk suuk; Mrt souk; Pul hook; Crl sough; Crn houg; Wol souge.			Chk pwúnúsuuk is a loan from the English version of the name.
PCk	*TTékú1 (< ? PMc *cocoku)	‘hiccough’	Chk ssúk, ssúkú-; Pul hhék; Crl ssigh ‘sound of h.’; Crn ssúg ‘sound of h.’; UAn *ceguk.	Cf. Lak dodoki.		
PCk	*TTékú2	‘overflow’	Chk ssúk ‘to bleed, flow (of blood, sap of trees)’, (é)-súkú ‘cause to bleed or flow’; Pul héki-(tá) ‘to choke (on water)’; Crl ssogh, sségh ‘be full, have plenty’; Crn ssog; Wol sségú ‘be full, tight, jammed, overflowing’, (ga)-sségú-(ú) ‘make it full’.			
PCk	*TTid[ae]	‘energetic’	Crl ssit ‘be fast, rapid, quick’, (a)-ssiti, (a)-ssita ‘to speed (s.t.) up’; Wol ssite ‘be strong, forceful, great, big, hard’.			
PCk	*Túú	‘to run away’	Chk sú ‘r. a., flee, go away, scram’, súúsú ‘fly (of birds and insects)’, súú-ri ‘flee to, go off to’, (é)-súú-w ‘cause (s.o.) to leave, chase or r. (s.o.) off’; Pul hú ‘leave, go away, r., fly’, húúhú ‘to fly’; Crl sú ‘to fly, get away, r. a.’, ssú ‘r. a., scram’.		Cf. PMc *cowu.	
PCk	*úkú-ni-ika	‘a constellation in Cassiopeia’ (lit. ‘fish’s tail’)	Chk wúkú-ni-ik; Pul wúkú-ni-ik; Crl úkkú-ni-igh (sic); Stw úkú-ni-ik; Wol úgú-li-ige.		See PMc *ika, ika-na- ‘fish’, PMc *iku ‘tail’.	
PCk	*úkúúkú, úkú-fi	‘cut off, chop off’	Chk wúkúúk ‘cut off, chop off, lop off, be cut, chopped, or lopped off’, wúkú-fi ‘cut it off, chop it off, lop it off’; Pul wúkúúk, wúkú-fi; Wol úgú-fegi ‘stop, cease, halt, pause’.		Cf. PMc *iku ‘tail’, PPC *úkú ‘end’.	
PCk	*úle, úl(ea)úl(ea), (ka)-úle, (ta)-úle	‘swing’	Chk #(é)-wúnúún ‘braided sling’, (é)wúna ‘sling it, shoot it (from a sling)’, (ni-ké)-wúnéwún, (ni-ké)-wúnúún ‘s.’, (mwé)-wúnéwún, (mwmwé)-wún ‘s. back and forth’, (ni-ké-mwmwé)-wún ‘children's s.’; Pul (yaa)-wúl, (yaa)-wúlá(n) (sic) ‘sling, sling of, to use a sling’, wúle-(ŋeni-y) ‘s. it back and forth’, wúléél ‘a swing’; Crl (a)-yúlúúl ‘s., hammock, to s., ride on a swing or hammock’, (sa)-yúl ‘to s. (as on a vine or rope)’, (a-sa)-yúlú-(w) ‘to make (s.t.) hang down, dangle (s.t.)’, a-sa)-yúlúúlú ‘to s. (s.t.), make it s.’; Crn (li-ga)-yúlúúl ‘s., hammock, to s., ride in a hammock’, (a-ha)-ilú-ú-(y) ‘to make (s.t.) dangle or s.’, (a-ha)-ilúúlú ‘to s. (s.t.), make it s.’; Wol ileúle ‘cradle, hammock, swinging couch’, (ga)-úle ‘to sling, throw, boomerang’, (se)-úle, (se)-úleúle ‘s., sway, move backward and forward’, (ga-se)-úle-(e) ‘s. it, sway it’; PuA (ka)-únaúnú ‘s., to s.’	Cf. Kir una-a ‘hit (a target) repeatedly’.		PuA sa-úla is clearly a loan from Wol. 
PCk	*úlú-diwo	‘name of Ulithi (island and atoll), Western Carolines’	Chk wúnú-tiw; Pul wúlú-tiw; Crl úlú-tiw; Wol úli-tiwe; Uli úl-thi.		See PMc *siwo ‘down, westward’.	
PCk	*umwao	‘a tree’	Mrt umwó ‘Neiosperma oppositifolia’; Pul wumwó ‘a tall t. used in house construction’; Crl umwó ‘a medicinal t. (Neiosperma oppositifolia)’; Stw umwó ‘hardwood plant used in medicine’; Wol umóó ‘a t. (Ochrosia oppositifolia)’.	Cf. PEO *faRa ‘Ochrosia t.’ |(Geraghty 1990).		
PCk	*unouno	‘name of Ulul Island in Namonuito Atoll’	Chk wunuun; Mrt uluwél; Pul wonnon (sic); Crl unoun; Crn onoun; Wol uloule.			The Crl form appears to be a loan.
PCk	*ura	‘be full, filled’	Chk wur, wurowur ‘be f., filled’, (o)-wura ‘to fill, make f.’; Pul wur ‘be f., filled, (ya)-wuraa-(ló) ‘fill, make f.’; PuA ula ‘be f.’	Cf. Wol úreúre ‘size, proportion, be in proportion’.		
PCk	? *úw[ae]di	‘to no avail’	Chk wúwet ‘tired, weary, lazy’, weti-(n) ‘again and again, in vain’; Pul wúwéti-(n), wéti-(n) ‘even though, in spite of the fact that, to try in vain’; Wol wúweti ‘to suffer, have trouble, have a hard time’.			
PCk	*wacawaca	‘be naked, unclothed’	Crl washawash; Crn (há)-waRawaR; Wol washewashe ‘be n., u., nude’, (ge)-washewasha-(a) ‘unclothe her’.	Cf. Kir waraa ‘be treeless’.		
PCk	*wacca	‘to boil, bubble, seethe’	Pul wacc ‘to b. (as water)’, wacce-(y) ‘b. it’; Crl wéchch; Crn wachch; Wol wachche.			
PCk	*walú-mako	‘a vine (Canavalia cathartica)’	Pul wali-mó; Crl wali-mw ó; Stw walú-mó; Wol walú-mago; Uli wale-mokh		See PMc *walu ‘vegetation, forest’.	(Bender et al. 1984)
PCk	*walú-yik[ae]	‘eighty’	Chk wani-ik, wani-ika-; Pul wali-ik; Crl wali-igh; Wol wali-ige; PuA wanú-iki.		See PMc *walu, walu-ua ‘eight, eight (general)’.	
PCk	*wareŋú	‘basil’	Chk warúŋ, wérúŋ ‘sweet b.’; Mrt warúŋ ‘mint, basil’; Pul warúŋ, warúŋú-(n) ‘swamp plant with sweet flower, s. p. of’; Crl warúŋ ‘sacred b.’; Crn wérúŋ ‘sacred b.’; Stw warúŋ ‘b., mint’; Wol wareŋú ‘sweet b.’; Uli waroŋ ‘b.’			(Bender et al. 1984).
PCk	*wawo-	‘face, surface, upside, on’	Chk wóó-(n) ‘(on) top of, on’, also Chk wóó-(n), wóówóó-(n) ‘his s. appearance, f.’, wóówóó-(yééch) ‘be of cheerful f.’, wóó-ri ‘to f. toward (s.t.)’; Pul wóó-(n) ‘on, on top of’, wóó-n ‘to look like, resemble’, wóówóó-(n) ‘color of, nature of’; Crl wóó-(l) ‘on, above’; Stw wóó- ‘on, above’; Wol wóó-(l) ‘on, topside of’; PuA o-, wo(sic) ‘on, upside’, waawo, wawo- ‘f.’	Cf. Ksr fe ‘on’, fɛ-(l) ‘on or above him’, fi-(n) ‘s. of, top of’.	See also PMc *fawo ‘surface, on’.	
PCk	*wawu, wawu-di	‘to spank, hit’	Stw wawuwaw ‘to s., h.’, wau-ti ‘s. or h. (s.o.)’; Wol wau ‘to h., strike, give a blow to’, wau-ti-(i) ‘s. him, h. him’, wau-tegi ‘be hit, spanked’; PuA wauwau ‘to s., h., beat’, wau-tú ‘to h. it’; PEO ? *wau; Fij (i)-wau ‘a club’.			
PCk	*wayi, wayi-di	‘be pulled, pull, pull on’	Chk wey ‘be p. in tight, taut, jerk, be convulsed, shudder, twitch’, weyiwey, weyiweyi-(n) ‘lashings, l. of’, weyi-t ‘be taut, be p. tight’, weyi-ti ‘shock (a person), p. back (an object) toward oneself, p. (s.t.) in tight, lash (s.t.) together’; Pul wayiwayi-(n) ‘his pulse beat’, wayi-ti-(y) ‘p. it, hang it’, wáyi-(lé) ‘go fishing’; Crl wái-t ‘do fishing from an anchored canoe with a line hanging over the edge of the canoe’, wei-ti ‘p. gently on an object’; Wol wai-ti-(i) ‘grab it, clutch it, snatch it’.	Cf. Saa wa’i, wa’i-ni ‘to draw, pull, pain’, wáiwei ‘to collect’. @Cf. also Ksr æ ‘take by force, snatch (s.t.)’, wɛ-t ‘move suddenly (as in attacking)’.	See also PCk *wayidi ‘fish lure’.	
PCk	*wayici	‘a plant’	Chk weyich, weyichi-(n) ‘weed p. with a small purple flower, p. of’; Wol waishi ‘a kind of p.’			
PCk	*wayidi	‘fish lure’	Chk weyit, weyiti-(n) ‘feather f. l. used in trolling, f. l. of’; Wol waiti ‘f. l., lure fishing, do trolling’.		See also PCk *wayi, wayi-di ‘be pulled, pull, pull on’, Chk weyiye-rek ‘trolling on the open sea’.	
PCk	*we-, we-ni-	‘on, topside of’	Chk wi-, wi-ni-, wi-i- ‘on, at’; Pul we-ni ‘on, in’; Crl we-l- ‘on, on top of’; Wol we, we-li ‘on, topside of, above’.	Cf. Ksr fi-n ‘surface of, top of’.		
PCk	*wedi1	‘wait for’	Chk witi, wúti ‘w. for (s.o. or s.t.)’, witiwit ‘to w., be waiting’, witiwiti-(nó) ‘be postponed’, witiwiti (mwo) ‘w. a minute’; Pul weti-(y) ‘to w. for (s.o. or s.t.)’, wetewet (sic) ‘to w.’, wetiweti (mwo) ‘w. a minute’; Crl weti ‘w. for (s.o. or s.t.)’; Wol weti-i ‘wait for (s.o.)’; PuA weti ‘to w. for (him)’.	Cf. Pon awii ‘to w. for (s.o.)’; Ksr tweŋi ‘to w. for (s.o.)’.		
PCk	? *wedi2	‘to scoop, scrape out, dig (as with claws)’	Chk weti-(ken) ‘coconut grater’; Wol weti ‘to claw, rake, seize or dig (as with claws)’, weti-(yase) ‘hawk or eagle’, weti-gegi ‘be scooped out, dug out’, weti-gi-(i) ‘scoop it out, dig it out’, wetiweti ‘to scoop out, dig out’.	Cf. Saa osi ‘to cut, score’; Aro osi ‘to cut, score’.		The Chk form has unexpected e instead of i.
PCk	*wee	‘that (past or not visibly present)’	Chk (e)-we, we; Mrt -we; Pul (ye)-we, we; Crl we; Stw -we; Wol wee; Uli -wee; PuA we (sic).	Cf. Pon -o ‘that (away from you and me)’; Mok -o ‘that (distant)’; Mrs yew ‘the (remote)’, wiweyew, yiwweyew ‘that (distant but visible)’; Ksr we ‘there’.		
PCk	*weewee	‘understand’	Chk weewe ‘be informed, u., meaning, interpretation’, (á)weewe ‘explanation, explain’, (á)-weewee-(y) ‘explain it’; Pul weewe ‘u., meaning, intention’, (a)-weewe ‘explain’; Wol (ga)-weewee ‘to discuss, decide’.	Cf. Pon wɛɛwɛ ‘be understood’; Mok wɔɔwɔ ‘clear, understandable, to u.’	See also PMc *wee ‘be alike, same, equivalent’.	
PCk	*wene, wewene, wenewene	‘straight’	Chk wen ‘be s., well aligned, honest, sincere’, wenewen, wenewena-(n) ‘straightness, honesty, sincerity, his honesty’, (á)-wena ‘straighten it, make it s.’, wenewene-(nu-pw) ‘constellation Crux at upright position, due south’; Pul wenewen ‘be directly above, s., direct, honest, exact’; Crl wel, wwel ‘be correct, good, s.’, welewel, welweli-(l) ‘truth, correctness, accuracy, t. of’, weleweli-(tá) ‘be very s., straight up, upright’; Crn wen ‘be correct, good, s.’, wenewen ‘truth, correctness, accuracy’, wenewene-(tá) ‘be very s., s. up, upright’; Stw wenewen ‘at its directly upright position (of Crux)’; Wol wele ‘to hit right, make a s. shot’, welewele ‘be s., steady, still’, uwwele |(<*wewele) ‘be s., be at noon, be overhead’, welewele-(lú-yeúre) ‘mid-position of Crux’ (lit. ‘due south’); PuA wene ‘be s., flat’, wenewene ‘a constellation’ (presumably Crux).	Cf. PAn *wanaN ‘right’ |(Wolff 1990).		
PCk	*weni-maraawu	‘name of Olimarao (island and atoll), Central Carolines’	Chk winimaraaw; Pul weni-maraawo (sic); Wol weli-meraau.			
PCk	*weri-	‘to see’	Chk weri, wúri ‘to s., behold (s.t.), attack (s.o., as a disease)’, weriwer ‘seeing’, (e)-wiriwiri ‘look about for (s.t.)’; Mrt weri ‘s. it’; Pul weri-(y) ‘s., find, get, come upon (s.t.)’, weriwer ‘to s., find’; Crl weri, uri ‘to s. (s.t.)’; Stw weri ‘s. it’; Wol weri, weriweri ‘to s., observe’, weri-i ‘s. it, attack it, get it’; PuA weli ‘find, s., meet’.	Cf. Pon iroyr (? < *ori) ‘to look or peer in the distance’, iro-ŋ ‘to look at (s.t.)’, idawarii ‘to say or s. (s.t.)’ (honorific); Mok iro-ŋ ‘peer at (s.t.)’; Yap quy ‘s. (s.t.)’.	Cf. also PCk *woo-, woori ‘examine, observe’.	
PCk	*wici, wici-i	‘strike, whip, hit’	Chk wichiwich ‘to w., lash, whipping, lashing’, wichii-(y) ‘to w. or lash (s.o.)’; Pul wiRi-i-(y) ‘to w., beat (s.o.), bat (a ball)’; Crl wishiwish ‘bat, club, w., beating, whipping, clubbing’, wishi-i-(y) ‘to club, s., w. (a person or animal)’; Crn wiRiwiR ‘bat, club, w., spanking, beating, clubbing’, wiRi ‘to club, s., w. (a person or animal)’; Wol wishi ‘to h., get ready to fight’, wishi-i-(ye), wiwishi-i-(ye) ‘h. it, s. it, knock it, slap it, give a blow to it’.	Cf. Pon weweti ‘be whipped, spanked’, weti-i ‘w. or spank (s.o.)’; Kir uruuru ‘engage in destroying’, (te)-uruuru ‘destruction’, uru-a ‘to destroy (s.t.)’; Ksr wi ‘to h., s. (s.o.).’ @Cf. also Bug pusi ‘to smite, beat, h., slap’; Aro busu ‘to h. in falling’. 	See also PMc *wede or *wodo.	
PCk	*wiita	‘allotment, share’	Chk wiis, wiisa-(n) ‘a., assignment, s., part, division, lot, task, responsibility, duty, office’, wiise-ni ‘allot to, assign to (s.o.)’; Pul wiih ‘to s. (as of food), job, task’; Wol wiise ‘food set aside for visitors’.	Cf. Pon pways, pweysɛ ‘responsibility, assignment, task, his r.’; Mok pwayj, pɔyjɔ-(n) ‘responsibility, concern’.		
PCk	*woo, woo-ri-	‘examine, observe’	Chk wo ‘be looked at, examined, scrutinized’, woowoo-(nó) ‘be facing away, looking off’, woo-ri ‘to examine, scrutinize, look at (s.t.)’; Pul wow (sic) ‘to stare, aim (as a gun), direct the navigation of a canoe, give sailing directions’, woori-(y) ‘to stare at, aim at (s.t.)’; Crl woo-ri ‘to look at, observe (s.t.)’; Wol woo ‘to look (at), scrutinize’, woo-ri-(i) ‘look at it, scrutinize it, look into it’.		Cf. PCk *weri- ‘to see’.	
PCk	*wudu	‘piece of cooked breadfruit’	Chk wutu-(n), -wut ‘chunk of it, c. of c. b. (in counting)’; Wol uutu, utu-(l) ‘handful, p., p. of (as of c. b.)’; PuA -utú ‘portion of c. b. (in counting)’.			
PCk	*wula, wulawula, wula-i-	‘slice’	Chk wunowun ‘s., be sliced’, wune-e-(y) ‘to s. (s.t.)’; Pul wulool ‘sliced portion’, wule-e-(y) ‘to s. (fish), operate on’; Crl uloul ‘to s.’, ule-e-(y) ‘to cut or s. (s.t.)’; Wol uloul ‘to s., cut (usually into small pieces)’, ule-e-(ye) ‘s. it, cut it’.			
PCk	*wuludo	‘lease rod of a loom’	Chk wunut, #wunute-(n), wunutu-(n) ‘l. r., l. r. of’; Pul wuluut, wuluutá-(y) (sic) l. r., l. r. of’; Wol uluto ‘part of loom’.			
PCk	*wupwa	‘to swell’	Chk wupwowupw ‘hill, mound’; Pul wupw ‘be chubby (of an infant)’; Crl ubwa-(l peshe) ‘calf of the leg’, ubwe-(lól), ubwu-(lól) ‘be several months pregnant without showing it externally’; Wol ube, ube-(l) ‘be pregnant, pregnancy of’.	Cf. Mrs jibw ‘rise (of bread)’; Kir tibwutibwu ‘uneven (as the ground)’; PMc *tupwu; PEO *tubu ‘grow’ |(Geraghty 1983); POc tubuq ‘grow’ |(Ross 1988); Saa ’upu’upu ‘to swell’, ’upu-le ‘a swelling’; Bug tubu ‘to swell’; Lau ubuubu ‘be thick, deep’; Aro ubu ‘to swell’; Kwa ubu ‘swell, swelling’; PKb *tubu ‘to grow’.		
PCk	*wupwuwupwu, wupwu-u-	‘strike, hit down on’	Chk wupwuupw ‘be stabbed (with a knife)’; Pul wupwu-u ‘to hit, strike, box with downward motions, to wash (clothes) by pounding down on them’, wupwuwupw ‘repeatedly hit, strike, or wash by pounding’; Crl ubwuubw ‘engage in washing clothes’, ubwu-u-(w) ‘to wash (clothes)’; Crn ubwu ‘to wash (clothes)’; Wol ubuubu ‘to wash clothes’.	Cf. Mok upwu-dak ‘steer with a paddle’.		
PCk	*wupwuupwu	‘solidified blood’	Wol ubuubu; PuA upwuupwu.			
PCk	*wura	‘be full’	Chk wur, wurowur ‘be f., filled’, (o)-wura ‘to fill (s.t.)’; Pul wur; PuA ula.	Cf. Pon dir ‘overcrowded, filled, plentiful’; Mok dir ‘many, much’.		
PCk	*wulu	‘kind of fish’	Chk wunuun, wunuunu-(n) ‘a kind of lethrinid f., f. of’; Pul wuluul, wuluulu-(n) ‘porgy (lethrinid) f., f. of’; Wol uulu, ulu- a kind of f.’			
PCk	*wuunu	‘the star Aldebaran’	Chk wuun ‘the s. A., name of a sidereal month’; Pul wuun ‘A., a sidereal month’; Crl wuun (sic) ‘A., a sidereal month’; Wol uulu; PuA uunu ‘a sidereal month equated with September’.			
PCk	? *wuweya	‘a reef fish’	Chk wuwey, wuweyá-(y) ‘a light-colored r. f.’; Crn uwey ‘goatfish’.			
PCk	*yaado	‘legendary woman’	Pul yaat ‘l. w., wife of yool, who was noted for his fishing’ (Hambruch, Sarfert, and Damm 1935:240–241); Wol yaato ‘name of a l. w., wife of yoole, a legendary hero noted for his fishing skill’; Uli yath ‘l. w., wife of yól (they figure in many stories)’ (Lessa 1961, 1980).			Her name appears to be cognate with PEO *qazo ‘sun, day’ (PPn qaho ‘day’; Saa sato; Bug aho; PKb *hazo ‘sun, day’); UAn *qajaw ‘sun’. The name of her husband (Uli yól) appears to reflect PEO *qalo ‘sky, heaven, sun’. See PMc *alo ‘sun’.
